phone;amount;comment
79203455561;"   7073";ok
79457884162;сумма;ok
+7 938  8775157;оплата;manual
79219684696;"   17142   ";import
+7 986  3637169;85830   ;test
79756489666;N/A;manual
+7 955  4746576;сумма;test
79991663186;N/A;error
79321693629;N/A;error
+7 976  7285916;оплата;import
79718003433;оплата;error
79361932614;N/A;manual
+7 986  4401337;64830   ;error
79225844639;N/A;test
79772288244;"   43492";ok
+7 911  6405076;N/A;error
79708365931;N/A;manual
" 8 800 394 78 64";"   14842   ";ok
79409932265;"   49500";test
79761638760;85008   ;ok
+7 995  4867175;оплата;ok
79444969256;70049   ;error
79557405159;"   99167";error
79323247461;"   56806";error
79365173042;оплата;ok
79855665509;сумма;test
+7 944  7436706;N/A;ok
" 8 800 971 92 36";"   93795";error
79918277496;"   36332";error
79216752184;"   57181";ok
79533982697;13422   ;error
79268881766;77028   ;manual
79466840124;"   18636   ";error
+7 915  4739262;"   93952";import
+7 916  9631033;"   19983   ";import
" 8 800 347 25 59";"   1376";ok
+7 927  8752784;"   21573";error
79968579988;"   40597   ";test
79837745524;N/A;ok
79458781225;67187   ;import
+7 945  5417559;"   6463";import
79431297983;"   40252   ";error
79848484548;"   30589   ";manual
79485263757;"   8624   ";test
" 8 800 581 45 61";сумма;manual
79399220811;сумма;test
+7 951  3347522;60924   ;ok
" 8 800 894 79 50";"   41539   ";import
79355622873;N/A;test
+7 975  8005798;"   52996";error
79969393194;33504   ;manual
79937503235;N/A;manual
+7 952  5500752;"   30271   ";ok
79235314991;74647   ;ok
" 8 800 584 95 91";"   45872";import
" 8 800 176 22 79";61821   ;test
79194727735;19736   ;ok
79867897208;сумма;error
79770296554;"   3647   ";manual
+7 953  8605104;сумма;manual
79361319248;оплата;ok
79053300154;43384   ;import
" 8 800 554 79 54";оплата;import
+7 947  7532481;"   18749   ";test
79656121412;4029   ;error
+7 976  7397053;сумма;import
79695086549;N/A;manual
+7 952  1669537;оплата;error
" 8 800 379 19 11";оплата;error
79270871854;сумма;test
79461722951;"   25142   ";import
+7 984  5735687;сумма;test
79716059797;сумма;import
79966841984;сумма;ok
79686375819;63268   ;import
" 8 800 368 24 16";45056   ;ok
+7 940  2914461;"   78832";error
79800823570;сумма;manual
79414596045;"   42509";test
79206136846;оплата;ok
" 8 800 156 67 10";"   35084   ";import
+7 978  1532277;95121   ;import
79514227930;"   45435   ";import
+7 991  6278712;"   11124   ";import
79867857488;"   85544";import
+7 952  9359578;"   80498";ok
+7 981  6457010;"   46186";import
" 8 800 821 36 59";N/A;ok
79189066337;83119   ;ok
79266045165;оплата;import
79500242475;N/A;error
+7 920  6909697;20120   ;test
+7 984  3989032;"   33654   ";test
+7 974  3696632;"   22156   ";test
+7 934  3175620;сумма;error
79256028397;10725   ;import
79021989180;"   31209";manual
79465716747;"   56773";manual
+7 924  2969579;"   49446   ";error
79779291651;сумма;error
79599468770;89310   ;test
" 8 800 413 13 90";сумма;ok
79364111552;"   44530   ";test
79865009065;сумма;ok
79903986569;67079   ;manual
79745503621;77452   ;manual
79552908783;"   15376   ";test
+7 983  6515650;"   47887   ";error
+7 954  2421356;"   42879   ";test
+7 947  1759133;"   22406   ";test
79227499643;N/A;import
" 8 800 818 40 37";"   13343   ";ok
+7 985  3134454;оплата;test
79820755467;"   33508   ";error
" 8 800 802 54 46";"   19489";error
" 8 800 738 72 64";сумма;test
79630959201;оплата;manual
" 8 800 110 39 97";"   52217";import
" 8 800 339 73 31";70904   ;test
+7 959  9565054;50563   ;test
79545219474;23098   ;ok
79568632528;"   10984   ";manual
79844445634;"   25833   ";error
+7 917  8813151;оплата;ok
" 8 800 825 66 64";75641   ;error
79981004238;"   69937";test
79302401002;сумма;import
79958272555;оплата;manual
79241554004;"   17007   ";ok
79165987634;оплата;ok
" 8 800 630 35 80";оплата;import
+7 958  2187758;оплата;manual
79888142855;"   34521   ";test
79012789718;оплата;ok
79631885292;сумма;ok
" 8 800 807 78 98";оплата;import
" 8 800 523 44 94";"   85675";ok
79867413154;N/A;ok
79151799444;"   10736";ok
" 8 800 767 34 55";56034   ;test
+7 962  4774344;оплата;import
79135763784;сумма;error
79394764766;сумма;ok
79541907598;N/A;error
79761944865;95581   ;test
" 8 800 478 17 87";"   30714   ";error
79940522163;"   11610   ";manual
79553190406;"   19535";ok
" 8 800 394 68 59";N/A;test
" 8 800 768 37 77";"   93717";ok
79359638924;сумма;test
+7 976  5649202;50221   ;import
" 8 800 916 46 52";сумма;manual
79170804102;"   10920";ok
79751062525;сумма;ok
+7 974  6466198;65593   ;ok
" 8 800 334 79 11";оплата;test
+7 947  4432580;"   11784";error
79467987549;"   90665";ok
79444516943;оплата;test
" 8 800 864 28 48";сумма;import
79773645767;оплата;import
79722493880;оплата;ok
" 8 800 357 71 79";оплата;error
" 8 800 379 74 21";сумма;error
79564726039;N/A;manual
79815194659;"   4541";manual
79582209912;сумма;import
" 8 800 957 23 67";"   80002";error
79448816222;сумма;manual
" 8 800 721 97 74";оплата;test
" 8 800 254 34 18";"   7652   ";import
79617592545;"   50275";import
79857371291;сумма;test
" 8 800 914 59 84";N/A;error
79776837484;сумма;import
" 8 800 832 87 94";"   42537   ";test
79256009209;2901   ;test
79908408175;сумма;manual
79273347765;сумма;test
79512952875;N/A;ok
" 8 800 612 86 44";сумма;manual
79082983904;оплата;manual
+7 930  3578858;оплата;manual
79800513242;"   11506   ";error
+7 939  9164059;8034   ;manual
79595649143;"   19737   ";import
" 8 800 186 34 24";57254   ;ok
" 8 800 972 23 46";сумма;ok
79195830746;"   4942";test
+7 917  5606289;оплата;import
" 8 800 131 98 67";сумма;import
79421751113;сумма;error
" 8 800 441 27 65";оплата;error
+7 919  5967216;51554   ;manual
79770759526;"   43887   ";manual
79509258828;64418   ;test
+7 940  9571278;"   10653   ";manual
" 8 800 668 40 26";"   813";error
79293080944;N/A;ok
79889156041;78414   ;import
79863301383;сумма;import
79748575025;оплата;error
79882368933;"   42055";manual
79836663167;N/A;manual
+7 996  2056498;70833   ;test
+7 914  4426172;сумма;manual
79277659171;"   15023   ";error
+7 990  2670623;32547   ;manual
+7 935  6976550;оплата;import
" 8 800 455 11 20";"   45404   ";test
79952953438;сумма;error
+7 946  9871962;N/A;import
79142511574;"   5498   ";test
" 8 800 524 20 36";"   24067   ";error
+7 933  4072386;оплата;import
" 8 800 104 64 65";N/A;test
79051900145;оплата;error
+7 922  9209387;"   22433   ";ok
" 8 800 828 26 67";"   45509";ok
+7 947  5811333;"   36177   ";import
79585362915;оплата;ok
79977849833;"   41803   ";import
79842937039;"   76361";manual
+7 987  7478040;сумма;test
79441932896;сумма;manual
79909085947;"   49405   ";manual
" 8 800 870 36 77";40065   ;error
+7 986  3571320;N/A;ok
79344419365;25599   ;manual
79388737437;сумма;ok
79659016147;оплата;manual
79782392378;N/A;error
79957284656;сумма;error
+7 971  3505932;оплата;manual
79355168053;оплата;import
79169053506;"   24167   ";test
+7 963  3324899;N/A;import
+7 966  6215068;сумма;import
79941837861;"   22426   ";error
+7 940  8284614;N/A;ok
79355597911;"   60507";error
+7 973  4484388;сумма;ok
79537674016;оплата;test
79449687161;сумма;import
79361487884;оплата;test
79557922356;оплата;ok
79565353151;"   21619   ";test
" 8 800 470 96 49";N/A;test
79643935377;"   47711   ";manual
79442164189;"   21211   ";manual
79790273928;оплата;manual
79335866857;"   67599";manual
" 8 800 866 36 66";37469   ;ok
+7 946  3600726;"   54413";manual
+7 961  3593247;сумма;import
79654698572;"   26558   ";import
+7 950  8171810;"   44822   ";ok
+7 952  9163449;сумма;import
79836225531;34469   ;ok
+7 928  4787003;N/A;error
79852344492;52482   ;ok
" 8 800 542 31 99";N/A;ok
+7 951  7147910;"   26655   ";test
79551247067;N/A;error
+7 962  9754965;"   71339";ok
+7 957  8784664;сумма;test
79650470784;"   49388   ";manual
+7 925  8638844;N/A;import
+7 955  7452612;N/A;test
79112214237;N/A;error
79103517944;оплата;ok
79948442012;"   30156";ok
79422123572;N/A;test
79986043229;оплата;manual
79266535754;N/A;error
79933698419;"   44813   ";import
" 8 800 374 32 79";N/A;ok
" 8 800 658 74 39";81212   ;import
" 8 800 127 18 10";сумма;manual
79176890388;сумма;ok
+7 950  9256508;сумма;error
79996790785;сумма;test
79949081255;8147   ;import
79487867356;"   36395   ";test
79483684558;N/A;error
+7 929  1312612;оплата;ok
" 8 800 890 93 32";78565   ;manual
79854592240;сумма;error
+7 916  6891258;"   4063   ";error
79375424547;"   76073";error
79872698870;N/A;ok
79309283684;"   27070   ";ok
79261335678;сумма;manual
79488711444;сумма;error
79927558624;сумма;ok
79997384229;N/A;import
79016246103;N/A;error
79811682254;26901   ;error
79247923742;64041   ;error
79959092317;N/A;ok
79748512934;сумма;error
79681548928;"   98712";error
" 8 800 103 72 31";"   839";import
79258348460;87690   ;import
79461344317;72211   ;manual
79801384017;"   64933";test
79176732551;оплата;import
79969973253;сумма;test
79101240433;N/A;test
+7 964  7729607;65255   ;ok
79188418193;сумма;ok
+7 923  3359076;"   19451   ";test
+7 929  9306107;сумма;import
79662788015;сумма;error
" 8 800 275 36 60";оплата;test
79412773625;"   74383";import
79550363195;сумма;manual
+7 987  8475303;оплата;import
+7 954  4420034;"   40777";ok
+7 984  2011202;98375   ;ok
79164225011;"   69930";import
79532561603;N/A;import
79551264713;сумма;ok
" 8 800 652 58 71";"   46925   ";ok
" 8 800 238 63 34";"   46587   ";import
79311786389;сумма;manual
79482604743;сумма;test
" 8 800 713 12 38";"   22659   ";manual
79632461438;"   9458   ";import
" 8 800 295 60 90";"   18011   ";manual
79338861146;сумма;test
" 8 800 898 39 55";сумма;import
" 8 800 566 60 68";"   31933   ";error
79887866760;сумма;test
79507972421;N/A;ok
" 8 800 954 28 69";сумма;error
79103650673;"   52862";import
79432912534;"   53001";test
" 8 800 334 47 50";"   15049   ";error
" 8 800 557 47 77";"   66899";ok
79302438192;N/A;ok
+7 989  9697122;"   34251";import
" 8 800 221 79 47";N/A;ok
+7 925  6356480;N/A;test
+7 967  1478117;"   59795";manual
+7 925  6807021;N/A;test
" 8 800 354 62 72";"   79270";error
79169190429;сумма;ok
" 8 800 278 36 82";оплата;error
+7 921  3075506;оплата;manual
" 8 800 989 31 22";N/A;error
" 8 800 735 91 60";56553   ;import
79470356265;сумма;ok
79832002854;63490   ;error
" 8 800 363 38 79";"   46498";error
79962850018;"   63382";test
+7 930  8212507;"   66581";ok
79650927103;N/A;test
79549791809;сумма;test
79308333038;"   86896";import
+7 966  2952249;"   6933";test
+7 978  4284773;сумма;ok
79490860615;8957   ;import
" 8 800 110 63 34";оплата;ok
79394437442;"   23116   ";import
" 8 800 332 68 75";сумма;error
79961545576;"   32253   ";manual
79993628541;оплата;import
+7 934  2723020;N/A;error
79368666019;N/A;manual
79844249175;"   20081   ";test
+7 985  7801215;"   21855   ";test
79438106694;N/A;import
+7 999  3432110;N/A;manual
79319645685;оплата;manual
79957074772;сумма;ok
+7 950  4412855;оплата;import
79724837605;сумма;error
+7 941  8871117;оплата;import
79473227482;сумма;ok
79904471059;"   44868";manual
+7 958  5641734;92339   ;import
79656791829;"   54980";test
+7 990  5818609;N/A;error
79955303127;сумма;manual
79209499397;N/A;manual
" 8 800 984 69 34";сумма;import
79207133487;сумма;import
" 8 800 179 80 72";"   13913   ";ok
79956964336;"   44759";manual
79481753946;"   39694   ";import
+7 943  6911483;72189   ;import
+7 987  1464915;"   14142   ";error
79667792460;N/A;error
" 8 800 697 91 32";N/A;test
+7 933  6131378;"   22586   ";ok
79762922268;сумма;error
79639316009;29457   ;test
79524224774;49311   ;error
79224718227;оплата;test
79704001937;оплата;test
79443621570;оплата;ok
79877985347;"   1383   ";import
79577157144;оплата;ok
79147629763;оплата;test
" 8 800 552 28 46";7189   ;manual
+7 941  4425117;"   27018";error
79710308270;оплата;test
79623569888;"   84600";ok
79757126813;"   2795";ok
79609876731;"   18046";error
79245237269;оплата;import
+7 954  4299930;"   44304   ";manual
79747924220;N/A;error
+7 952  3160244;оплата;ok
79899793870;N/A;ok
+7 997  8060401;56961   ;import
" 8 800 946 38 86";85452   ;error
79187758792;"   94069";error
79902654185;39624   ;test
+7 929  6909762;оплата;manual
+7 982  6968053;N/A;manual
79577195897;"   19441";ok
" 8 800 561 29 58";оплата;error
79949959087;оплата;manual
+7 967  9541211;"   5388   ";ok
79932568362;оплата;manual
79946836894;"   64660";error
" 8 800 600 39 26";N/A;manual
79505843653;27236   ;ok
+7 948  1304997;"   8480   ";import
79106352189;75137   ;ok
79788071205;N/A;manual
79064822654;оплата;import
+7 949  9594869;N/A;error
" 8 800 564 37 54";"   94377";test
79435863080;сумма;manual
+7 960  6658720;"   21079   ";error
79772845243;"   8295";manual
+7 994  4313497;79135   ;manual
79356999644;12739   ;error
" 8 800 799 45 81";сумма;test
+7 949  6858888;77709   ;error
79789620434;оплата;import
79862184411;41692   ;manual
79245161488;N/A;test
79387114660;оплата;import
79936340655;оплата;error
79200334253;сумма;import
+7 977  7529563;N/A;ok
+7 995  2902915;сумма;test
79146680515;оплата;manual
79153357742;"   44695   ";ok
+7 918  9977369;сумма;test
79124675367;47057   ;test
79526322123;"   8028   ";import
+7 923  2874808;"   32225   ";test
" 8 800 584 19 94";61864   ;manual
+7 927  3650815;оплата;error
79391315108;сумма;test
79562634367;оплата;manual
79347333340;сумма;import
79955361994;оплата;manual
79422589184;"   34727   ";import
79272983071;96994   ;manual
+7 953  6196266;"   36976   ";error
" 8 800 754 73 24";"   58235";error
79930152436;55513   ;error
79691492623;"   26850   ";error
79789125379;сумма;test
79355086731;сумма;manual
79752640326;"   43036   ";test
79568913236;оплата;manual
" 8 800 915 59 76";"   96420";test
+7 958  2535626;оплата;error
" 8 800 573 77 71";N/A;ok
79679326366;"   13159   ";manual
+7 930  1441952;5734   ;ok
" 8 800 999 94 32";96677   ;ok
+7 967  4607454;оплата;manual
" 8 800 379 20 43";сумма;import
+7 945  6434075;"   40370   ";import
" 8 800 700 76 79";N/A;test
79684372462;оплата;manual
79592466361;сумма;manual
79232859447;84714   ;error
+7 969  3399313;оплата;manual
" 8 800 897 23 85";"   33521   ";ok
" 8 800 127 31 85";N/A;manual
79967395291;"   39272   ";error
" 8 800 199 59 55";оплата;test
+7 985  4125977;"   20959   ";ok
" 8 800 191 58 16";"   77514";ok
+7 973  4316297;оплата;error
" 8 800 123 83 20";"   16667   ";ok
79062583550;сумма;error
" 8 800 839 39 43";оплата;error
79289842226;"   37578   ";manual
79553901557;"   40904   ";test
79073285475;"   44608   ";test
+7 988  3586121;оплата;error
79798267415;28260   ;ok
79257093001;оплата;error
" 8 800 288 76 91";сумма;manual
79553644007;сумма;manual
79806553747;"   42823   ";error
79736812719;сумма;ok
+7 924  9661488;N/A;error
79184593391;"   13599   ";test
" 8 800 897 17 81";"   16065   ";manual
79443828147;66037   ;import
79959428517;"   28702";error
79510641231;"   10696   ";test
79206198758;оплата;error
79125395645;"   49699";test
79696865846;оплата;test
" 8 800 490 95 63";"   85812";test
" 8 800 947 63 21";22228   ;ok
79205063599;91811   ;error
+7 958  6916479;оплата;manual
79597826451;"   13730";manual
" 8 800 971 88 53";N/A;test
79360434415;N/A;error
79898266320;"   21863   ";import
79991857751;"   28795";manual
79886448573;оплата;ok
79148308814;оплата;error
+7 978  2855263;N/A;import
79348166946;N/A;manual
79637466443;"   7743";import
79619198994;"   17503   ";ok
79149324861;N/A;error
79380140552;N/A;error
" 8 800 640 40 14";оплата;import
+7 953  3368235;оплата;test
79105712252;оплата;test
79729578136;"   46923   ";import
79718536672;оплата;ok
79683658802;N/A;error
+7 948  8947267;оплата;import
+7 933  5580683;"   99645";manual
" 8 800 970 45 89";67858   ;import
" 8 800 831 54 87";N/A;error
+7 921  1565387;сумма;manual
+7 945  5084053;"   32977";ok
79314418212;сумма;test
" 8 800 913 79 94";"   15429";error
+7 929  9217764;"   12712   ";manual
79551251899;N/A;test
+7 993  2988914;"   9743   ";test
" 8 800 287 70 45";оплата;import
79548881854;"   4240";manual
79709196638;47358   ;test
+7 949  6943076;3097   ;test
79919933836;сумма;error
79446621860;"   58664";import
79748194706;N/A;error
79743644998;25067   ;ok
79596482121;N/A;error
79681836214;1691   ;error
79032013741;"   28248";import
79687057897;сумма;ok
" 8 800 600 35 32";сумма;ok
+7 915  4011032;оплата;ok
" 8 800 609 45 17";54269   ;test
79265865858;82980   ;manual
" 8 800 471 80 35";N/A;import
79294071991;"   69486";import
" 8 800 458 20 43";оплата;test
" 8 800 208 23 47";33656   ;error
79938845271;"   22116   ";ok
79517298711;"   57610";error
79938837599;"   59801";error
79351977245;N/A;ok
79128238686;N/A;import
" 8 800 660 65 82";оплата;import
79127307227;"   72766";manual
" 8 800 498 99 86";"   14837   ";manual
" 8 800 365 77 11";оплата;ok
+7 923  1369435;оплата;ok
79008311867;оплата;manual
+7 979  6991609;"   37056   ";test
+7 917  3193143;N/A;error
79776260144;N/A;test
+7 926  2170257;оплата;manual
79588025842;24216   ;manual
79804279376;оплата;test
79468492373;N/A;manual
79795394534;2789   ;test
79328540016;"   37380   ";import
79922907317;оплата;test
79078902255;"   29257   ";import
" 8 800 575 93 24";сумма;import
79814213083;"   34490";ok
79874200131;"   36733";import
+7 920  5486727;"   87381";import
79922060591;N/A;manual
" 8 800 396 46 61";оплата;ok
79800841697;N/A;test
79309581467;N/A;error
+7 957  9766492;сумма;error
+7 968  6137591;оплата;error
" 8 800 918 60 69";"   48900";test
79470784131;N/A;error
79958461180;сумма;error
79423001709;оплата;error
+7 979  9845623;24299   ;import
+7 920  6936515;сумма;manual
79781986415;47334   ;manual
79838328084;оплата;ok
+7 975  4139886;сумма;ok
79537574204;сумма;error
79616823933;"   6109   ";test
79346474930;76950   ;manual
+7 997  7476084;оплата;import
79223466082;"   28852   ";import
+7 918  4064638;сумма;test
" 8 800 414 68 12";"   5555   ";ok
+7 958  6930352;"   10996   ";manual
79111042479;сумма;ok
79321866692;N/A;error
+7 957  5556706;31127   ;error
" 8 800 414 23 69";7017   ;manual
" 8 800 203 15 35";63908   ;error
" 8 800 913 74 84";N/A;import
79727307162;N/A;import
" 8 800 987 97 25";60266   ;manual
79512946950;9882   ;import
79589056979;"   11061";test
79854192424;N/A;ok
79255237050;N/A;import
+7 999  6913652;N/A;error
79396130146;48177   ;import
79798047596;сумма;import
+7 912  6559637;"   11861   ";import
+7 965  4932969;N/A;import
79329851524;N/A;error
" 8 800 940 34 92";N/A;error
+7 981  3151803;32046   ;manual
" 8 800 653 16 23";79163   ;error
" 8 800 541 24 87";оплата;manual
+7 990  8942622;"   63215";test
" 8 800 986 31 13";"   98536";ok
79356204628;"   48970";test
79199673328;оплата;test
79531236078;сумма;import
+7 915  3105015;оплата;import
+7 995  4435037;сумма;error
" 8 800 853 20 31";35989   ;manual
79108373801;оплата;import
79255290927;N/A;ok
+7 956  5529998;сумма;manual
79732826783;N/A;import
79022881040;оплата;ok
79996682389;52570   ;manual
+7 947  4118633;оплата;ok
" 8 800 485 93 35";"   35009   ";ok
+7 944  5070830;51339   ;manual
" 8 800 263 59 47";оплата;manual
" 8 800 751 40 76";оплата;import
+7 917  9179878;оплата;import
" 8 800 684 37 73";N/A;error
79936855875;оплата;import
79087663565;сумма;ok
79716539279;"   47566   ";manual
" 8 800 828 85 61";53252   ;manual
+7 952  2074730;"   6643   ";ok
79802833639;сумма;manual
+7 922  4247913;21621   ;import
79804725665;N/A;test
79230403624;"   4663";ok
+7 972  7718079;N/A;test
79427476832;N/A;manual
" 8 800 412 36 85";сумма;test
79040221525;72435   ;error
" 8 800 181 39 92";сумма;test
+7 993  8814053;15890   ;import
79675234592;"   58965";test
79656868775;"   22995   ";import
79416886195;оплата;import
79863030802;"   57911";manual
79284993130;60534   ;manual
" 8 800 840 28 12";"   22560";test
+7 988  6543770;N/A;import
" 8 800 181 54 80";"   47076   ";manual
79902198083;"   72835";manual
79338696342;"   43688   ";manual
" 8 800 498 42 44";"   21648   ";test
79656560701;сумма;import
79231236616;сумма;ok
+7 918  8397275;оплата;manual
79961396356;сумма;ok
79865092294;"   76198";import
+7 946  7010471;оплата;error
79328589098;"   36957   ";test
79882861319;оплата;test
79208808013;"   67766";manual
79088216243;"   10252   ";import
+7 994  8761952;сумма;manual
79855501351;оплата;manual
79573857831;N/A;manual
79705137086;"   7182   ";error
+7 958  6538095;сумма;error
" 8 800 211 80 67";оплата;manual
" 8 800 875 68 41";N/A;import
79769155131;14752   ;manual
79784215396;51214   ;ok
" 8 800 287 10 87";12405   ;ok
79153284265;оплата;import
" 8 800 478 83 56";"   4939";ok
+7 983  7607602;27084   ;error
79884126750;N/A;manual
79151613192;"   8029   ";error
79732019439;N/A;import
+7 939  6609022;сумма;error
79859938929;"   11934   ";error
" 8 800 443 78 44";64010   ;error
" 8 800 946 54 52";15607   ;test
79353643486;сумма;error
79869304851;сумма;test
" 8 800 806 92 44";"   27330";test
" 8 800 119 99 33";сумма;manual
" 8 800 535 85 29";"   48602   ";test
79414758374;N/A;import
79399088730;сумма;manual
79446426897;сумма;ok
" 8 800 562 62 22";оплата;import
79372472777;N/A;manual
" 8 800 975 37 55";8311   ;manual
79899876985;"   5684";test
" 8 800 143 94 84";N/A;test
+7 950  4820291;50372   ;import
79689934528;N/A;error
+7 965  9395259;"   91992";error
" 8 800 677 23 96";оплата;error
79122558815;N/A;test
79684298269;"   8306   ";import
79921246204;сумма;ok
" 8 800 500 99 30";сумма;test
" 8 800 104 19 83";сумма;ok
79172630666;N/A;manual
79698819778;"   6664   ";manual
" 8 800 388 78 20";"   12091   ";error
79500133816;оплата;import
79648987364;"   40480   ";test
79423050357;"   63485";ok
79179804508;18747   ;import
79214896931;"   43743   ";import
+7 910  7516972;сумма;ok
79275236902;"   55529";test
+7 927  7585908;43869   ;ok
79173136431;"   4526   ";ok
79971037369;"   23576   ";test
+7 925  4966335;сумма;test
79769485779;N/A;ok
" 8 800 403 45 13";4638   ;import
79378106856;54063   ;error
+7 979  9948347;N/A;error
" 8 800 332 10 71";37178   ;ok
" 8 800 942 80 16";оплата;test
79488556094;"   42114   ";error
" 8 800 149 26 73";N/A;import
79713351288;53571   ;test
79865849475;оплата;manual
79092764243;80439   ;import
79179497432;N/A;test
79297720282;"   47594";manual
79943021466;сумма;test
+7 956  3366318;оплата;manual
+7 992  8931050;56133   ;error
" 8 800 787 83 83";N/A;test
79488425287;3858   ;error
79059355707;41800   ;error
79155965959;"   64463";test
" 8 800 633 50 56";сумма;import
+7 974  5687474;"   24691";error
79598138343;сумма;ok
79850377489;4856   ;import
79982921355;"   91210";ok
79651479226;"   11580";ok
" 8 800 102 20 27";оплата;test
79763304836;"   30952";test
+7 927  6826385;5236   ;test
79265240561;оплата;error
+7 955  7459392;"   85219";manual
79476447194;2039   ;test
79587933182;оплата;manual
79364803164;сумма;error
79393394052;N/A;import
79544548373;оплата;test
79599233972;оплата;ok
79980900759;сумма;test
79241925149;"   19978   ";test
+7 910  6774737;сумма;import
79351593739;"   84716";error
79168799711;1249   ;test
" 8 800 992 68 88";"   47962";manual
79331932640;"   25881   ";ok
+7 919  2272226;оплата;error
79675799055;"   4323   ";import
+7 955  6165432;оплата;test
79385501145;N/A;error
79843917733;"   8274   ";ok
" 8 800 665 82 18";N/A;test
79906650705;"   42605   ";import
" 8 800 828 62 21";"   32494   ";ok
79564581782;"   31863   ";manual
+7 955  9658192;"   43178   ";test
+7 996  7819948;оплата;test
+7 994  4575836;сумма;manual
79221049922;"   63945";ok
79807487471;N/A;test
" 8 800 850 64 34";"   2036   ";manual
79717570633;N/A;manual
79172092311;13039   ;ok
79914231247;"   41818   ";ok
" 8 800 824 57 75";сумма;test
79915274767;N/A;import
" 8 800 909 28 15";оплата;import
79999281713;оплата;test
79798321426;"   20092   ";import
79744565743;N/A;manual
" 8 800 871 59 21";сумма;error
79969914918;N/A;manual
+7 946  7311676;87897   ;ok
79288153730;51177   ;import
79660072438;25185   ;import
" 8 800 187 55 35";оплата;test
+7 962  4777678;оплата;error
79511378258;оплата;import
+7 973  5732340;"   14383   ";manual
+7 913  2850730;15494   ;test
79582485084;N/A;manual
79273644461;46911   ;import
79452348278;56401   ;ok
79847232959;оплата;error
79592234629;N/A;test
79754489693;сумма;test
79194353539;"   35931   ";manual
" 8 800 931 20 28";оплата;import
79815924089;23846   ;manual
79336780608;сумма;import
" 8 800 694 68 68";"   3506";import
79556747866;оплата;ok
+7 943  3998714;оплата;import
+7 916  9166572;"   33129";manual
79736235735;сумма;import
79115163237;"   90183";ok
" 8 800 634 48 44";"   5540";manual
+7 982  7055087;оплата;ok
79762751921;оплата;ok
79184285522;сумма;ok
79108432455;сумма;ok
79174938025;"   2275   ";error
" 8 800 462 88 24";"   38088   ";ok
79614325199;"   37905";ok
79959468286;сумма;test
79608858296;46062   ;import
79692111710;"   99329";manual
+7 938  5081987;сумма;test
79607807177;сумма;manual
79589833471;"   3763   ";ok
79423753240;38736   ;import
+7 976  9831417;сумма;manual
79154241881;сумма;ok
79475261633;сумма;ok
79299233500;26916   ;ok
" 8 800 974 23 67";"   68183";import
79715447167;оплата;import
79299760556;31308   ;import
79845019060;"   12986   ";manual
" 8 800 276 70 70";76022   ;error
79372448075;"   35463   ";ok
79970439297;"   62254";manual
+7 941  8881634;сумма;ok
" 8 800 633 39 81";"   84771";error
+7 947  9381868;оплата;ok
79581995707;"   8817   ";ok
+7 935  5341337;84480   ;error
79581949919;"   96397";error
" 8 800 300 48 37";"   47385   ";manual
+7 973  4897412;"   18684   ";test
79314863751;оплата;manual
79191652658;80058   ;test
79282286068;сумма;test
+7 912  1911914;оплата;error
" 8 800 663 78 17";"   36749   ";test
+7 965  1009327;37346   ;ok
" 8 800 217 76 32";"   23884   ";test
79940471341;"   25486";test
+7 963  9749236;79311   ;error
79828859258;сумма;test
79918441475;N/A;ok
79174534432;оплата;import
79222154904;N/A;ok
" 8 800 408 67 22";оплата;manual
79992955640;"   46559";manual
79415046295;N/A;ok
+7 925  6957666;"   6141   ";test
+7 982  4969978;оплата;test
79279613640;"   61320";manual
+7 954  9407179;оплата;test
79551139043;44528   ;ok
+7 957  3534414;"   10541   ";error
79415675613;оплата;test
79619174119;"   27638   ";error
79926033340;"   26946   ";error
+7 960  6935450;"   40148   ";ok
79247494426;сумма;manual
" 8 800 705 43 99";71570   ;manual
79891735660;1946   ;import
+7 961  7637438;"   38010   ";test
79612356144;оплата;manual
+7 934  9789085;оплата;test
" 8 800 442 61 17";91181   ;import
79069942372;53018   ;error
" 8 800 402 48 97";оплата;manual
" 8 800 266 83 44";сумма;error
79943004121;N/A;test
79629008749;N/A;error
79795447459;22285   ;test
79838266214;сумма;ok
79746480856;сумма;import
+7 960  1537916;N/A;test
79023495569;"   17051   ";import
79621905373;N/A;error
79909129193;"   89411";manual
+7 922  3392782;N/A;manual
+7 926  7784721;"   1236   ";manual
79772727857;40896   ;import
79785729369;N/A;test
79258613616;"   3181";error
+7 995  7184803;оплата;error
79115678674;42542   ;import
" 8 800 649 17 27";N/A;ok
+7 963  4736136;N/A;test
79702075969;N/A;test
79338892207;57348   ;manual
79162667051;сумма;error
" 8 800 231 73 87";сумма;ok
79561217639;"   81453";ok
79178303069;сумма;manual
79545057304;20642   ;ok
" 8 800 629 41 90";N/A;ok
79719100493;N/A;error
79176217287;65859   ;error
79201168237;"   88401";import
79251584562;оплата;test
79584959503;оплата;manual
79938659786;"   2331";ok
" 8 800 207 78 88";"   37873   ";import
79323173886;оплата;ok
" 8 800 357 84 94";"   51620";manual
79320446381;"   26394   ";test
+7 992  6163113;"   73235";manual
" 8 800 569 24 40";оплата;test
" 8 800 459 45 58";"   47568   ";import
" 8 800 253 42 52";"   45601";manual
" 8 800 648 64 53";"   43247";test
" 8 800 718 77 10";"   41916   ";ok
