phone,amount,comment
8 916 484 14 32,   47589,manual
79247410839,   13689,manual
8 918 735 39 74,   17271   ,import
  89404062524 ,   16499   ,import
  89288886737 ,сумма,test
 8 800 205 81 31,49011   ,manual
 8 800 291 95 15,оплата,test
+7 921  3293664,39904   ,import
  89174415076 ,   7528   ,import
79891728219,   80739,manual
79650252875,   34412   ,ok
 8 800 142 20 97,   49093,error
8 994 712 35 10,   90789,manual
79245179275,N/A,import
79640211836,N/A,test
 8 800 601 65 53,оплата,import
  89292202951 ,38224   ,ok
  89767877212 ,N/A,import
79841519033,N/A,import
  89448504962 ,оплата,ok
79642205429,N/A,manual
+7 950  9654876,   25234,ok
  89475257495 ,   27167   ,manual
8 995 482 87 37,N/A,ok
8 988 450 92 27,62461   ,manual
8 916 125 16 56,N/A,test
+7 929  9348504,оплата,test
  89535419482 ,N/A,ok
 8 800 184 61 58,   5721   ,ok
79507711738,сумма,import
+7 976  3344199,N/A,import
+7 921  6655655,20465   ,manual
 8 800 301 94 46,72940   ,manual
 8 800 401 25 77,оплата,manual
+7 993  3511107,   33132   ,test
8 928 909 69 96,92654   ,test
79330809232,   35262   ,ok
79396369921,   30627,import
  89046923162 ,   21741   ,error
 8 800 391 75 47,   8264,test
  89838841702 ,сумма,test
+7 939  7066688,оплата,manual
 8 800 353 61 98,66101   ,import
 8 800 995 42 91,оплата,ok
  89201296816 ,   91613,test
 8 800 887 81 34,   17420,manual
 8 800 812 80 65,   31390   ,ok
 8 800 724 38 86,сумма,error
8 946 161 57 82,оплата,test
 8 800 236 29 44,   42947   ,ok
+7 915  1940775,сумма,error
 8 800 120 49 50,   67066,ok
79231744783,   7904   ,import
+7 941  3708629,   13993,error
 8 800 434 96 99,N/A,ok
 8 800 440 88 34,   22436,manual
+7 940  4570372,N/A,error
 8 800 572 16 41,N/A,import
+7 962  6866634,сумма,manual
79547016728,   91881,manual
79203455561,   7073,ok
8 945 788 41 62,сумма,ok
+7 938  8775157,оплата,manual
  89219684696 ,   17142   ,import
+7 986  3637169,85830   ,test
8 975 648 96 66,N/A,manual
+7 955  4746576,сумма,test
  89991663186 ,N/A,error
8 932 169 36 29,N/A,error
+7 976  7285916,оплата,import
  89718003433 ,оплата,error
79361932614,N/A,manual
+7 986  4401337,64830   ,error
  89225844639 ,N/A,test
  89772288244 ,   43492,ok
+7 911  6405076,N/A,error
8 970 836 59 31,N/A,manual
 8 800 394 78 64,   14842   ,ok
  89409932265 ,   49500,test
8 976 163 87 60,85008   ,ok
+7 995  4867175,оплата,ok
8 944 496 92 56,70049   ,error
79557405159,   99167,error
  89323247461 ,   56806,error
8 936 517 30 42,оплата,ok
  89855665509 ,сумма,test
+7 944  7436706,N/A,ok
 8 800 971 92 36,   93795,error
79918277496,   36332,error
  89216752184 ,   57181,ok
79533982697,13422   ,error
8 926 888 17 66,77028   ,manual
79466840124,   18636   ,error
+7 915  4739262,   93952,import
+7 916  9631033,   19983   ,import
 8 800 347 25 59,   1376,ok
+7 927  8752784,   21573,error
  89968579988 ,   40597   ,test
  89837745524 ,N/A,ok
8 945 878 12 25,67187   ,import
+7 945  5417559,   6463,import
79431297983,   40252   ,error
8 984 848 45 48,   30589   ,manual
  89485263757 ,   8624   ,test
 8 800 581 45 61,сумма,manual
  89399220811 ,сумма,test
+7 951  3347522,60924   ,ok
 8 800 894 79 50,   41539   ,import
  89355622873 ,N/A,test
+7 975  8005798,   52996,error
8 996 939 31 94,33504   ,manual
8 993 750 32 35,N/A,manual
+7 952  5500752,   30271   ,ok
  89235314991 ,74647   ,ok
 8 800 584 95 91,   45872,import
 8 800 176 22 79,61821   ,test
8 919 472 77 35,19736   ,ok
  89867897208 ,сумма,error
  89770296554 ,   3647   ,manual
+7 953  8605104,сумма,manual
79361319248,оплата,ok
  89053300154 ,43384   ,import
 8 800 554 79 54,оплата,import
+7 947  7532481,   18749   ,test
  89656121412 ,4029   ,error
+7 976  7397053,сумма,import
  89695086549 ,N/A,manual
+7 952  1669537,оплата,error
 8 800 379 19 11,оплата,error
  89270871854 ,сумма,test
8 946 172 29 51,   25142   ,import
+7 984  5735687,сумма,test
  89716059797 ,сумма,import
  89966841984 ,сумма,ok
79686375819,63268   ,import
 8 800 368 24 16,45056   ,ok
+7 940  2914461,   78832,error
  89800823570 ,сумма,manual
  89414596045 ,   42509,test
  89206136846 ,оплата,ok
 8 800 156 67 10,   35084   ,import
+7 978  1532277,95121   ,import
8 951 422 79 30,   45435   ,import
+7 991  6278712,   11124   ,import
8 986 785 74 88,   85544,import
+7 952  9359578,   80498,ok
+7 981  6457010,   46186,import
 8 800 821 36 59,N/A,ok
  89189066337 ,83119   ,ok
8 926 604 51 65,оплата,import
79500242475,N/A,error
+7 920  6909697,20120   ,test
+7 984  3989032,   33654   ,test
+7 974  3696632,   22156   ,test
+7 934  3175620,сумма,error
  89256028397 ,10725   ,import
  89021989180 ,   31209,manual
8 946 571 67 47,   56773,manual
+7 924  2969579,   49446   ,error
8 977 929 16 51,сумма,error
8 959 946 87 70,89310   ,test
 8 800 413 13 90,сумма,ok
79364111552,   44530   ,test
8 986 500 90 65,сумма,ok
8 990 398 65 69,67079   ,manual
  89745503621 ,77452   ,manual
  89552908783 ,   15376   ,test
+7 983  6515650,   47887   ,error
+7 954  2421356,   42879   ,test
+7 947  1759133,   22406   ,test
  89227499643 ,N/A,import
 8 800 818 40 37,   13343   ,ok
+7 985  3134454,оплата,test
79820755467,   33508   ,error
 8 800 802 54 46,   19489,error
 8 800 738 72 64,сумма,test
79630959201,оплата,manual
 8 800 110 39 97,   52217,import
 8 800 339 73 31,70904   ,test
+7 959  9565054,50563   ,test
79545219474,23098   ,ok
79568632528,   10984   ,manual
  89844445634 ,   25833   ,error
+7 917  8813151,оплата,ok
 8 800 825 66 64,75641   ,error
79981004238,   69937,test
79302401002,сумма,import
8 995 827 25 55,оплата,manual
79241554004,   17007   ,ok
79165987634,оплата,ok
 8 800 630 35 80,оплата,import
+7 958  2187758,оплата,manual
79888142855,   34521   ,test
  89012789718 ,оплата,ok
79631885292,сумма,ok
 8 800 807 78 98,оплата,import
 8 800 523 44 94,   85675,ok
79867413154,N/A,ok
8 915 179 94 44,   10736,ok
 8 800 767 34 55,56034   ,test
+7 962  4774344,оплата,import
  89135763784 ,сумма,error
  89394764766 ,сумма,ok
  89541907598 ,N/A,error
8 976 194 48 65,95581   ,test
 8 800 478 17 87,   30714   ,error
79940522163,   11610   ,manual
79553190406,   19535,ok
 8 800 394 68 59,N/A,test
 8 800 768 37 77,   93717,ok
  89359638924 ,сумма,test
+7 976  5649202,50221   ,import
 8 800 916 46 52,сумма,manual
79170804102,   10920,ok
79751062525,сумма,ok
+7 974  6466198,65593   ,ok
 8 800 334 79 11,оплата,test
+7 947  4432580,   11784,error
79467987549,   90665,ok
  89444516943 ,оплата,test
 8 800 864 28 48,сумма,import
79773645767,оплата,import
8 972 249 38 80,оплата,ok
 8 800 357 71 79,оплата,error
 8 800 379 74 21,сумма,error
79564726039,N/A,manual
  89815194659 ,   4541,manual
79582209912,сумма,import
 8 800 957 23 67,   80002,error
79448816222,сумма,manual
 8 800 721 97 74,оплата,test
 8 800 254 34 18,   7652   ,import
8 961 759 25 45,   50275,import
8 985 737 12 91,сумма,test
 8 800 914 59 84,N/A,error
  89776837484 ,сумма,import
 8 800 832 87 94,   42537   ,test
79256009209,2901   ,test
8 990 840 81 75,сумма,manual
8 927 334 77 65,сумма,test
8 951 295 28 75,N/A,ok
 8 800 612 86 44,сумма,manual
  89082983904 ,оплата,manual
+7 930  3578858,оплата,manual
79800513242,   11506   ,error
+7 939  9164059,8034   ,manual
79595649143,   19737   ,import
 8 800 186 34 24,57254   ,ok
 8 800 972 23 46,сумма,ok
79195830746,   4942,test
+7 917  5606289,оплата,import
 8 800 131 98 67,сумма,import
8 942 175 11 13,сумма,error
 8 800 441 27 65,оплата,error
+7 919  5967216,51554   ,manual
79770759526,   43887   ,manual
79509258828,64418   ,test
+7 940  9571278,   10653   ,manual
 8 800 668 40 26,   813,error
79293080944,N/A,ok
  89889156041 ,78414   ,import
79863301383,сумма,import
79748575025,оплата,error
8 988 236 89 33,   42055,manual
  89836663167 ,N/A,manual
+7 996  2056498,70833   ,test
+7 914  4426172,сумма,manual
8 927 765 91 71,   15023   ,error
+7 990  2670623,32547   ,manual
+7 935  6976550,оплата,import
 8 800 455 11 20,   45404   ,test
  89952953438 ,сумма,error
+7 946  9871962,N/A,import
79142511574,   5498   ,test
 8 800 524 20 36,   24067   ,error
+7 933  4072386,оплата,import
 8 800 104 64 65,N/A,test
  89051900145 ,оплата,error
+7 922  9209387,   22433   ,ok
 8 800 828 26 67,   45509,ok
+7 947  5811333,   36177   ,import
79585362915,оплата,ok
79977849833,   41803   ,import
8 984 293 70 39,   76361,manual
+7 987  7478040,сумма,test
8 944 193 28 96,сумма,manual
  89909085947 ,   49405   ,manual
 8 800 870 36 77,40065   ,error
+7 986  3571320,N/A,ok
  89344419365 ,25599   ,manual
  89388737437 ,сумма,ok
79659016147,оплата,manual
  89782392378 ,N/A,error
8 995 728 46 56,сумма,error
+7 971  3505932,оплата,manual
79355168053,оплата,import
79169053506,   24167   ,test
+7 963  3324899,N/A,import
+7 966  6215068,сумма,import
8 994 183 78 61,   22426   ,error
+7 940  8284614,N/A,ok
  89355597911 ,   60507,error
+7 973  4484388,сумма,ok
8 953 767 40 16,оплата,test
8 944 968 71 61,сумма,import
8 936 148 78 84,оплата,test
  89557922356 ,оплата,ok
8 956 535 31 51,   21619   ,test
 8 800 470 96 49,N/A,test
8 964 393 53 77,   47711   ,manual
8 944 216 41 89,   21211   ,manual
79790273928,оплата,manual
  89335866857 ,   67599,manual
 8 800 866 36 66,37469   ,ok
+7 946  3600726,   54413,manual
+7 961  3593247,сумма,import
79654698572,   26558   ,import
+7 950  8171810,   44822   ,ok
+7 952  9163449,сумма,import
  89836225531 ,34469   ,ok
+7 928  4787003,N/A,error
79852344492,52482   ,ok
 8 800 542 31 99,N/A,ok
+7 951  7147910,   26655   ,test
  89551247067 ,N/A,error
+7 962  9754965,   71339,ok
+7 957  8784664,сумма,test
  89650470784 ,   49388   ,manual
+7 925  8638844,N/A,import
+7 955  7452612,N/A,test
79112214237,N/A,error
79103517944,оплата,ok
8 994 844 20 12,   30156,ok
79422123572,N/A,test
8 998 604 32 29,оплата,manual
8 926 653 57 54,N/A,error
8 993 369 84 19,   44813   ,import
 8 800 374 32 79,N/A,ok
 8 800 658 74 39,81212   ,import
 8 800 127 18 10,сумма,manual
79176890388,сумма,ok
+7 950  9256508,сумма,error
79996790785,сумма,test
8 994 908 12 55,8147   ,import
79487867356,   36395   ,test
8 948 368 45 58,N/A,error
+7 929  1312612,оплата,ok
 8 800 890 93 32,78565   ,manual
79854592240,сумма,error
+7 916  6891258,   4063   ,error
  89375424547 ,   76073,error
8 987 269 88 70,N/A,ok
8 930 928 36 84,   27070   ,ok
79261335678,сумма,manual
8 948 871 14 44,сумма,error
8 992 755 86 24,сумма,ok
8 999 738 42 29,N/A,import
  89016246103 ,N/A,error
79811682254,26901   ,error
8 924 792 37 42,64041   ,error
  89959092317 ,N/A,ok
8 974 851 29 34,сумма,error
8 968 154 89 28,   98712,error
 8 800 103 72 31,   839,import
8 925 834 84 60,87690   ,import
  89461344317 ,72211   ,manual
8 980 138 40 17,   64933,test
  89176732551 ,оплата,import
79969973253,сумма,test
  89101240433 ,N/A,test
+7 964  7729607,65255   ,ok
8 918 841 81 93,сумма,ok
+7 923  3359076,   19451   ,test
+7 929  9306107,сумма,import
79662788015,сумма,error
 8 800 275 36 60,оплата,test
  89412773625 ,   74383,import
  89550363195 ,сумма,manual
+7 987  8475303,оплата,import
+7 954  4420034,   40777,ok
+7 984  2011202,98375   ,ok
8 916 422 50 11,   69930,import
79532561603,N/A,import
79551264713,сумма,ok
 8 800 652 58 71,   46925   ,ok
 8 800 238 63 34,   46587   ,import
79311786389,сумма,manual
8 948 260 47 43,сумма,test
 8 800 713 12 38,   22659   ,manual
8 963 246 14 38,   9458   ,import
 8 800 295 60 90,   18011   ,manual
  89338861146 ,сумма,test
 8 800 898 39 55,сумма,import
 8 800 566 60 68,   31933   ,error
79887866760,сумма,test
8 950 797 24 21,N/A,ok
 8 800 954 28 69,сумма,error
  89103650673 ,   52862,import
79432912534,   53001,test
 8 800 334 47 50,   15049   ,error
 8 800 557 47 77,   66899,ok
8 930 243 81 92,N/A,ok
+7 989  9697122,   34251,import
 8 800 221 79 47,N/A,ok
+7 925  6356480,N/A,test
+7 967  1478117,   59795,manual
+7 925  6807021,N/A,test
 8 800 354 62 72,   79270,error
79169190429,сумма,ok
 8 800 278 36 82,оплата,error
+7 921  3075506,оплата,manual
 8 800 989 31 22,N/A,error
 8 800 735 91 60,56553   ,import
  89470356265 ,сумма,ok
79832002854,63490   ,error
 8 800 363 38 79,   46498,error
79962850018,   63382,test
+7 930  8212507,   66581,ok
79650927103,N/A,test
  89549791809 ,сумма,test
79308333038,   86896,import
+7 966  2952249,   6933,test
+7 978  4284773,сумма,ok
  89490860615 ,8957   ,import
 8 800 110 63 34,оплата,ok
  89394437442 ,   23116   ,import
 8 800 332 68 75,сумма,error
  89961545576 ,   32253   ,manual
79993628541,оплата,import
+7 934  2723020,N/A,error
  89368666019 ,N/A,manual
  89844249175 ,   20081   ,test
+7 985  7801215,   21855   ,test
79438106694,N/A,import
+7 999  3432110,N/A,manual
8 931 964 56 85,оплата,manual
  89957074772 ,сумма,ok
+7 950  4412855,оплата,import
79724837605,сумма,error
+7 941  8871117,оплата,import
  89473227482 ,сумма,ok
8 990 447 10 59,   44868,manual
+7 958  5641734,92339   ,import
8 965 679 18 29,   54980,test
+7 990  5818609,N/A,error
8 995 530 31 27,сумма,manual
  89209499397 ,N/A,manual
 8 800 984 69 34,сумма,import
  89207133487 ,сумма,import
 8 800 179 80 72,   13913   ,ok
8 995 696 43 36,   44759,manual
8 948 175 39 46,   39694   ,import
+7 943  6911483,72189   ,import
+7 987  1464915,   14142   ,error
  89667792460 ,N/A,error
 8 800 697 91 32,N/A,test
+7 933  6131378,   22586   ,ok
79762922268,сумма,error
79639316009,29457   ,test
  89524224774 ,49311   ,error
79224718227,оплата,test
8 970 400 19 37,оплата,test
79443621570,оплата,ok
8 987 798 53 47,   1383   ,import
  89577157144 ,оплата,ok
8 914 762 97 63,оплата,test
 8 800 552 28 46,7189   ,manual
+7 941  4425117,   27018,error
79710308270,оплата,test
8 962 356 98 88,   84600,ok
  89757126813 ,   2795,ok
79609876731,   18046,error
  89245237269 ,оплата,import
+7 954  4299930,   44304   ,manual
  89747924220 ,N/A,error
+7 952  3160244,оплата,ok
79899793870,N/A,ok
+7 997  8060401,56961   ,import
 8 800 946 38 86,85452   ,error
79187758792,   94069,error
8 990 265 41 85,39624   ,test
+7 929  6909762,оплата,manual
+7 982  6968053,N/A,manual
79577195897,   19441,ok
 8 800 561 29 58,оплата,error
8 994 995 90 87,оплата,manual
+7 967  9541211,   5388   ,ok
8 993 256 83 62,оплата,manual
8 994 683 68 94,   64660,error
 8 800 600 39 26,N/A,manual
79505843653,27236   ,ok
+7 948  1304997,   8480   ,import
8 910 635 21 89,75137   ,ok
  89788071205 ,N/A,manual
  89064822654 ,оплата,import
+7 949  9594869,N/A,error
 8 800 564 37 54,   94377,test
8 943 586 30 80,сумма,manual
+7 960  6658720,   21079   ,error
  89772845243 ,   8295,manual
+7 994  4313497,79135   ,manual
8 935 699 96 44,12739   ,error
 8 800 799 45 81,сумма,test
+7 949  6858888,77709   ,error
79789620434,оплата,import
  89862184411 ,41692   ,manual
  89245161488 ,N/A,test
  89387114660 ,оплата,import
79936340655,оплата,error
79200334253,сумма,import
+7 977  7529563,N/A,ok
+7 995  2902915,сумма,test
  89146680515 ,оплата,manual
  89153357742 ,   44695   ,ok
+7 918  9977369,сумма,test
  89124675367 ,47057   ,test
79526322123,   8028   ,import
+7 923  2874808,   32225   ,test
 8 800 584 19 94,61864   ,manual
+7 927  3650815,оплата,error
79391315108,сумма,test
  89562634367 ,оплата,manual
8 934 733 33 40,сумма,import
79955361994,оплата,manual
  89422589184 ,   34727   ,import
79272983071,96994   ,manual
+7 953  6196266,   36976   ,error
 8 800 754 73 24,   58235,error
  89930152436 ,55513   ,error
8 969 149 26 23,   26850   ,error
8 978 912 53 79,сумма,test
  89355086731 ,сумма,manual
  89752640326 ,   43036   ,test
79568913236,оплата,manual
 8 800 915 59 76,   96420,test
+7 958  2535626,оплата,error
 8 800 573 77 71,N/A,ok
79679326366,   13159   ,manual
+7 930  1441952,5734   ,ok
 8 800 999 94 32,96677   ,ok
+7 967  4607454,оплата,manual
 8 800 379 20 43,сумма,import
+7 945  6434075,   40370   ,import
 8 800 700 76 79,N/A,test
8 968 437 24 62,оплата,manual
79592466361,сумма,manual
79232859447,84714   ,error
+7 969  3399313,оплата,manual
 8 800 897 23 85,   33521   ,ok
 8 800 127 31 85,N/A,manual
79967395291,   39272   ,error
 8 800 199 59 55,оплата,test
+7 985  4125977,   20959   ,ok
 8 800 191 58 16,   77514,ok
+7 973  4316297,оплата,error
 8 800 123 83 20,   16667   ,ok
  89062583550 ,сумма,error
 8 800 839 39 43,оплата,error
8 928 984 22 26,   37578   ,manual
79553901557,   40904   ,test
  89073285475 ,   44608   ,test
+7 988  3586121,оплата,error
8 979 826 74 15,28260   ,ok
79257093001,оплата,error
 8 800 288 76 91,сумма,manual
  89553644007 ,сумма,manual
8 980 655 37 47,   42823   ,error
79736812719,сумма,ok
+7 924  9661488,N/A,error
8 918 459 33 91,   13599   ,test
 8 800 897 17 81,   16065   ,manual
  89443828147 ,66037   ,import
8 995 942 85 17,   28702,error
79510641231,   10696   ,test
8 920 619 87 58,оплата,error
  89125395645 ,   49699,test
8 969 686 58 46,оплата,test
 8 800 490 95 63,   85812,test
 8 800 947 63 21,22228   ,ok
  89205063599 ,91811   ,error
+7 958  6916479,оплата,manual
  89597826451 ,   13730,manual
 8 800 971 88 53,N/A,test
  89360434415 ,N/A,error
8 989 826 63 20,   21863   ,import
79991857751,   28795,manual
  89886448573 ,оплата,ok
  89148308814 ,оплата,error
+7 978  2855263,N/A,import
8 934 816 69 46,N/A,manual
  89637466443 ,   7743,import
  89619198994 ,   17503   ,ok
8 914 932 48 61,N/A,error
79380140552,N/A,error
 8 800 640 40 14,оплата,import
+7 953  3368235,оплата,test
8 910 571 22 52,оплата,test
  89729578136 ,   46923   ,import
79718536672,оплата,ok
79683658802,N/A,error
+7 948  8947267,оплата,import
+7 933  5580683,   99645,manual
 8 800 970 45 89,67858   ,import
 8 800 831 54 87,N/A,error
+7 921  1565387,сумма,manual
+7 945  5084053,   32977,ok
79314418212,сумма,test
 8 800 913 79 94,   15429,error
+7 929  9217764,   12712   ,manual
8 955 125 18 99,N/A,test
+7 993  2988914,   9743   ,test
 8 800 287 70 45,оплата,import
8 954 888 18 54,   4240,manual
8 970 919 66 38,47358   ,test
+7 949  6943076,3097   ,test
79919933836,сумма,error
8 944 662 18 60,   58664,import
79748194706,N/A,error
8 974 364 49 98,25067   ,ok
8 959 648 21 21,N/A,error
  89681836214 ,1691   ,error
  89032013741 ,   28248,import
8 968 705 78 97,сумма,ok
 8 800 600 35 32,сумма,ok
+7 915  4011032,оплата,ok
 8 800 609 45 17,54269   ,test
  89265865858 ,82980   ,manual
 8 800 471 80 35,N/A,import
8 929 407 19 91,   69486,import
 8 800 458 20 43,оплата,test
 8 800 208 23 47,33656   ,error
8 993 884 52 71,   22116   ,ok
  89517298711 ,   57610,error
  89938837599 ,   59801,error
79351977245,N/A,ok
79128238686,N/A,import
 8 800 660 65 82,оплата,import
8 912 730 72 27,   72766,manual
 8 800 498 99 86,   14837   ,manual
 8 800 365 77 11,оплата,ok
+7 923  1369435,оплата,ok
  89008311867 ,оплата,manual
+7 979  6991609,   37056   ,test
+7 917  3193143,N/A,error
79776260144,N/A,test
+7 926  2170257,оплата,manual
79588025842,24216   ,manual
8 980 427 93 76,оплата,test
  89468492373 ,N/A,manual
  89795394534 ,2789   ,test
  89328540016 ,   37380   ,import
  89922907317 ,оплата,test
  89078902255 ,   29257   ,import
 8 800 575 93 24,сумма,import
  89814213083 ,   34490,ok
79874200131,   36733,import
+7 920  5486727,   87381,import
  89922060591 ,N/A,manual
 8 800 396 46 61,оплата,ok
  89800841697 ,N/A,test
8 930 958 14 67,N/A,error
+7 957  9766492,сумма,error
+7 968  6137591,оплата,error
 8 800 918 60 69,   48900,test
79470784131,N/A,error
  89958461180 ,сумма,error
79423001709,оплата,error
+7 979  9845623,24299   ,import
+7 920  6936515,сумма,manual
79781986415,47334   ,manual
  89838328084 ,оплата,ok
+7 975  4139886,сумма,ok
  89537574204 ,сумма,error
8 961 682 39 33,   6109   ,test
8 934 647 49 30,76950   ,manual
+7 997  7476084,оплата,import
  89223466082 ,   28852   ,import
+7 918  4064638,сумма,test
 8 800 414 68 12,   5555   ,ok
+7 958  6930352,   10996   ,manual
79111042479,сумма,ok
79321866692,N/A,error
+7 957  5556706,31127   ,error
 8 800 414 23 69,7017   ,manual
 8 800 203 15 35,63908   ,error
 8 800 913 74 84,N/A,import
  89727307162 ,N/A,import
 8 800 987 97 25,60266   ,manual
79512946950,9882   ,import
8 958 905 69 79,   11061,test
8 985 419 24 24,N/A,ok
  89255237050 ,N/A,import
+7 999  6913652,N/A,error
  89396130146 ,48177   ,import
79798047596,сумма,import
+7 912  6559637,   11861   ,import
+7 965  4932969,N/A,import
8 932 985 15 24,N/A,error
 8 800 940 34 92,N/A,error
+7 981  3151803,32046   ,manual
 8 800 653 16 23,79163   ,error
 8 800 541 24 87,оплата,manual
+7 990  8942622,   63215,test
 8 800 986 31 13,   98536,ok
79356204628,   48970,test
  89199673328 ,оплата,test
8 953 123 60 78,сумма,import
+7 915  3105015,оплата,import
+7 995  4435037,сумма,error
 8 800 853 20 31,35989   ,manual
  89108373801 ,оплата,import
  89255290927 ,N/A,ok
+7 956  5529998,сумма,manual
8 973 282 67 83,N/A,import
  89022881040 ,оплата,ok
  89996682389 ,52570   ,manual
+7 947  4118633,оплата,ok
 8 800 485 93 35,   35009   ,ok
+7 944  5070830,51339   ,manual
 8 800 263 59 47,оплата,manual
 8 800 751 40 76,оплата,import
+7 917  9179878,оплата,import
 8 800 684 37 73,N/A,error
  89936855875 ,оплата,import
  89087663565 ,сумма,ok
79716539279,   47566   ,manual
 8 800 828 85 61,53252   ,manual
+7 952  2074730,   6643   ,ok
  89802833639 ,сумма,manual
+7 922  4247913,21621   ,import
8 980 472 56 65,N/A,test
79230403624,   4663,ok
+7 972  7718079,N/A,test
  89427476832 ,N/A,manual
 8 800 412 36 85,сумма,test
  89040221525 ,72435   ,error
 8 800 181 39 92,сумма,test
+7 993  8814053,15890   ,import
  89675234592 ,   58965,test
79656868775,   22995   ,import
79416886195,оплата,import
79863030802,   57911,manual
  89284993130 ,60534   ,manual
 8 800 840 28 12,   22560,test
+7 988  6543770,N/A,import
 8 800 181 54 80,   47076   ,manual
79902198083,   72835,manual
  89338696342 ,   43688   ,manual
 8 800 498 42 44,   21648   ,test
79656560701,сумма,import
8 923 123 66 16,сумма,ok
+7 918  8397275,оплата,manual
  89961396356 ,сумма,ok
  89865092294 ,   76198,import
+7 946  7010471,оплата,error
8 932 858 90 98,   36957   ,test
  89882861319 ,оплата,test
79208808013,   67766,manual
  89088216243 ,   10252   ,import
+7 994  8761952,сумма,manual
  89855501351 ,оплата,manual
8 957 385 78 31,N/A,manual
79705137086,   7182   ,error
+7 958  6538095,сумма,error
 8 800 211 80 67,оплата,manual
 8 800 875 68 41,N/A,import
79769155131,14752   ,manual
8 978 421 53 96,51214   ,ok
 8 800 287 10 87,12405   ,ok
8 915 328 42 65,оплата,import
 8 800 478 83 56,   4939,ok
+7 983  7607602,27084   ,error
  89884126750 ,N/A,manual
79151613192,   8029   ,error
8 973 201 94 39,N/A,import
+7 939  6609022,сумма,error
8 985 993 89 29,   11934   ,error
 8 800 443 78 44,64010   ,error
 8 800 946 54 52,15607   ,test
8 935 364 34 86,сумма,error
8 986 930 48 51,сумма,test
 8 800 806 92 44,   27330,test
 8 800 119 99 33,сумма,manual
 8 800 535 85 29,   48602   ,test
8 941 475 83 74,N/A,import
8 939 908 87 30,сумма,manual
8 944 642 68 97,сумма,ok
 8 800 562 62 22,оплата,import
8 937 247 27 77,N/A,manual
 8 800 975 37 55,8311   ,manual
79899876985,   5684,test
 8 800 143 94 84,N/A,test
+7 950  4820291,50372   ,import
8 968 993 45 28,N/A,error
+7 965  9395259,   91992,error
 8 800 677 23 96,оплата,error
8 912 255 88 15,N/A,test
79684298269,   8306   ,import
  89921246204 ,сумма,ok
 8 800 500 99 30,сумма,test
 8 800 104 19 83,сумма,ok
79172630666,N/A,manual
  89698819778 ,   6664   ,manual
 8 800 388 78 20,   12091   ,error
  89500133816 ,оплата,import
  89648987364 ,   40480   ,test
  89423050357 ,   63485,ok
  89179804508 ,18747   ,import
  89214896931 ,   43743   ,import
+7 910  7516972,сумма,ok
79275236902,   55529,test
+7 927  7585908,43869   ,ok
79173136431,   4526   ,ok
  89971037369 ,   23576   ,test
+7 925  4966335,сумма,test
  89769485779 ,N/A,ok
 8 800 403 45 13,4638   ,import
8 937 810 68 56,54063   ,error
+7 979  9948347,N/A,error
 8 800 332 10 71,37178   ,ok
 8 800 942 80 16,оплата,test
79488556094,   42114   ,error
 8 800 149 26 73,N/A,import
79713351288,53571   ,test
  89865849475 ,оплата,manual
  89092764243 ,80439   ,import
8 917 949 74 32,N/A,test
  89297720282 ,   47594,manual
79943021466,сумма,test
+7 956  3366318,оплата,manual
+7 992  8931050,56133   ,error
 8 800 787 83 83,N/A,test
8 948 842 52 87,3858   ,error
  89059355707 ,41800   ,error
8 915 596 59 59,   64463,test
 8 800 633 50 56,сумма,import
+7 974  5687474,   24691,error
  89598138343 ,сумма,ok
  89850377489 ,4856   ,import
  89982921355 ,   91210,ok
79651479226,   11580,ok
 8 800 102 20 27,оплата,test
8 976 330 48 36,   30952,test
+7 927  6826385,5236   ,test
79265240561,оплата,error
+7 955  7459392,   85219,manual
8 947 644 71 94,2039   ,test
79587933182,оплата,manual
8 936 480 31 64,сумма,error
79393394052,N/A,import
8 954 454 83 73,оплата,test
79599233972,оплата,ok
  89980900759 ,сумма,test
8 924 192 51 49,   19978   ,test
+7 910  6774737,сумма,import
  89351593739 ,   84716,error
79168799711,1249   ,test
 8 800 992 68 88,   47962,manual
8 933 193 26 40,   25881   ,ok
+7 919  2272226,оплата,error
  89675799055 ,   4323   ,import
+7 955  6165432,оплата,test
  89385501145 ,N/A,error
  89843917733 ,   8274   ,ok
 8 800 665 82 18,N/A,test
  89906650705 ,   42605   ,import
 8 800 828 62 21,   32494   ,ok
8 956 458 17 82,   31863   ,manual
+7 955  9658192,   43178   ,test
+7 996  7819948,оплата,test
+7 994  4575836,сумма,manual
8 922 104 99 22,   63945,ok
8 980 748 74 71,N/A,test
 8 800 850 64 34,   2036   ,manual
79717570633,N/A,manual
  89172092311 ,13039   ,ok
8 991 423 12 47,   41818   ,ok
 8 800 824 57 75,сумма,test
8 991 527 47 67,N/A,import
 8 800 909 28 15,оплата,import
8 999 928 17 13,оплата,test
  89798321426 ,   20092   ,import
8 974 456 57 43,N/A,manual
 8 800 871 59 21,сумма,error
79969914918,N/A,manual
+7 946  7311676,87897   ,ok
79288153730,51177   ,import
  89660072438 ,25185   ,import
 8 800 187 55 35,оплата,test
+7 962  4777678,оплата,error
8 951 137 82 58,оплата,import
+7 973  5732340,   14383   ,manual
+7 913  2850730,15494   ,test
79582485084,N/A,manual
8 927 364 44 61,46911   ,import
79452348278,56401   ,ok
8 984 723 29 59,оплата,error
